parcel_ref,bienes_superficie,bienes_sin_v,bienes_fantasma,m2_recuperados,m2_fantasma
5201253VK3850A,1,0,0,24,0
5201254VK3850A,1,0,0,16,0
5201272VK3850A,1,0,0,15,0
4798227VK3749H,1,0,0,39,0
4798233VK3749H,1,0,0,34,0
44993C2VK3840A,1,0,0,40,0
44993C6VK3840A,1,0,0,40,0
44993D3VK3840A,1,0,0,35,0
44993D5VK3840A,1,0,0,40,0
45084N6VK3840H,1,0,0,56,0
3100921VK3830A,1,0,0,32,0
44993G8VK3840A,1,0,0,37,0
44993I1VK3840A,1,0,0,9,0
44993I2VK3840A,1,0,0,9,0
44993I3VK3840A,1,0,0,9,0
45084P6VK3840H,1,0,0,94,0
3105504VK3830E,1,0,0,820,0
4508412VK3840H,1,0,0,114,0
5002302VK3850C,1,0,0,543,0
4508408VK3840H,1,0,0,521,0
4508427VK3840H,1,0,0,84,0
4508421VK3840H,1,0,0,113,0
3905908VK3830F,1,0,0,111,0
3905911VK3830F,1,0,0,687,0
3905921VK3830F,1,0,0,65,0
2803913VK3820D,1,0,0,94,0
4707602VK3840F,1,0,0,86,0
4499318VK3840A,1,0,0,44,0
3299901VK3739G,1,0,0,108,0
3801515VK3830B,1,0,0,150,0
3801516VK3830B,1,0,0,115,0
4201905VK3840A,1,0,0,260,0
4201909VK3840A,1,0,0,78,0
4201910VK3840A,1,0,0,57,0
5201201VK3850A,1,0,0,100,0
5399603VK3759G,1,0,0,28,0
3898301VK3739H,1,0,0,101,0
3997503VK3739H,1,0,0,45,0
4798205VK3749H,0,0,1,0,126
4508471VK3840H,1,0,0,32,0
4508473VK3840H,1,0,0,32,0
4804304VK3840D,1,0,0,80,0
3997507VK3739H,1,0,0,36,0
3801511VK3830B,1,0,0,36,0
4201902VK3840A,1,0,0,63,0
5103913VK3850C,1,0,0,52,0
4508488VK3840H,1,0,0,37,0
4508492VK3840H,1,0,0,37,0
4508496VK3840H,1,0,0,37,0
3105502VK3830E,0,0,2,0,292
4804311VK3840D,1,0,0,81,0
45084D6VK3840H,1,0,0,134,0
45084D9VK3840H,1,0,0,134,0
45084E2VK3840H,1,0,0,113,0
3105521VK3830E,1,0,0,71,0
4497508VK3749G,1,0,0,32,0
4497514VK3749G,1,0,0,32,0
4497515VK3749G,1,0,0,32,0
4497516VK3749G,1,0,0,32,0
4101206VK3840A,1,0,0,113,0
4497528VK3749G,1,0,0,28,0
4598602VK3749H,1,0,0,54,0
4598606VK3749H,1,0,0,54,0
5098908VK3759G,1,0,0,44,0
5098909VK3759G,1,0,0,54,0
5098910VK3759G,1,0,0,56,0
4897206VK3749F,1,0,0,60,0
4896505VK3749F,1,0,0,61,0
4896507VK3749F,1,0,0,54,0
4896509VK3749F,1,0,0,53,0
5096702VK3759E,1,0,0,22,0
5096708VK3759E,1,0,0,22,0
5196309VK3759E,1,0,0,36,0
5196322VK3759E,1,0,0,36,0
5196324VK3759E,1,0,0,36,0
5196331VK3759E,0,1,0,618,0
4697613VK3749F,1,0,0,76,0
4499391VK3840A,1,0,0,11,0
44993A6VK3840A,1,0,0,11,0
5201219VK3850A,1,0,0,28,0
5201295VK3850A,1,0,0,23,0
4301705VK3840A,1,0,0,36,0
4301706VK3840A,1,0,0,37,0
1104203VK3810C,1,0,0,133,0
9608578VK2890H,1,0,0,7,0
1007475VK3810G,1,0,0,283,0
0206312VK3800E,1,0,0,3,0
1702203VK3810D,1,0,0,130,0
0007206VK3800E,1,0,0,53,0
0007216VK3800E,1,0,0,5,0
0006601VK3800E,1,0,0,8,0
0505212VK3800F,1,0,0,16,0
0505247VK3800F,1,0,0,61,0
0505243VK3800F,1,0,0,12,0
0305409VK3800E,1,0,0,24,0
0305410VK3800E,1,0,0,1,0
0305108VK3800E,1,0,0,31,0
0504107VK3800D,1,0,0,5,0
0504108VK3800D,1,0,0,5,0
0505236VK3800F,1,0,0,4,0
0703105VK3800D,1,0,0,19,0
0304513VK3800C,1,0,0,2,0
0304506VK3800C,1,0,0,24,0
0405214VK3800E,1,0,0,17,0
0905902VK3800F,1,0,0,129,0
1007457VK3810G,1,0,0,615,0
1007432VK3810G,1,0,0,96,0
1007423VK3810G,1,0,0,436,0
9212401VK2891C,1,0,0,257,0
1902311VK3810D,1,0,0,63,0
2001209VK3820A,1,0,0,69,0
1203801VK3810C,1,0,0,77,0
1702204VK3810D,1,0,0,41,0
9312101VK2891A,1,0,0,54,0
9312105VK2891A,1,0,0,258,0
9312109VK2891A,1,0,0,87,0
9711710VK2891B,1,0,0,103,0
9711711VK2891B,1,0,0,490,0
9711705VK2891B,1,0,0,82,0
0010908VK3801A,1,0,0,82,0
0010920VK3801A,1,0,0,110,0
0508509VK3800H,1,0,0,81,0
0508511VK3800H,1,0,0,57,0
0407510VK3800G,1,0,0,75,0
0407512VK3800G,1,0,0,94,0
0407514VK3800G,1,0,0,194,0
0707710VK3800F,1,0,0,76,0
0707704VK3800F,1,0,0,55,0
0806606VK3800F,1,0,0,83,0
9209714VK2890G,1,0,0,7,0
9408205VK2890G,1,0,0,35,0
9507202VK2890H,1,0,0,7,0
9507206VK2890H,1,0,0,15,0
9607302VK2890H,1,0,0,29,0
9213412VK2891C,1,0,0,40,0
9312111VK2891A,1,0,0,58,0
0010916VK3801A,1,0,0,63,0
0407501VK3800G,2,0,0,131,0
0407505VK3800G,1,0,0,306,0
0806601VK3800F,1,0,0,73,0
9208510VK2890G,1,0,0,35,0
0106103VK3800E,1,0,0,4,0
0505240VK3800F,1,0,0,28,0
0305407VK3800E,1,0,0,4,0
0405216VK3800E,1,0,0,1,0
1603902VK3810D,1,0,0,431,0
9608562VK2890H,1,0,0,10,0
9608563VK2890H,1,0,0,27,0
9108707VK2890G,1,0,0,6,0
0505258VK3800F,1,0,0,15,0
0505259VK3800F,1,0,0,15,0
1305103VK3810E,1,0,0,114,0
1007465VK3810G,1,0,0,372,0
2001248VK3820A,1,0,0,73,0
9208524VK2890G,1,0,0,16,0
9312119VK2891A,1,0,0,459,0
9608568VK2890H,1,0,0,9,0
4590350VK3749B,1,0,0,38,0
2990652VK3729B,1,0,0,16,0
3194511VK3739C,1,0,0,69,0
3593704VK3739D,1,0,0,31,0
4194307VK3749C,1,0,0,46,0
4391472VK3749A,1,0,0,31,0
3384201VK3738C,1,0,0,22,0
4781808VK3748B,1,0,0,7,0
4585206VK3748F,1,0,0,59,0
4983802VK3748D,1,0,0,15,0
4284807VK3748C,1,0,0,12,0
4194327VK3749C,1,0,0,12,0
3382502VK3738C,1,0,0,8,0
3382508VK3738C,1,0,0,8,0
4187107VK3748E,1,0,0,3,0
3092501VK3739C,1,0,0,14,0
3187105VK3738E,1,0,0,73,0
3082110VK3738A,1,0,0,5,0
4188948VK3748G,1,0,0,13,0
4088103VK3748G,1,0,0,6,0
4088104VK3748G,1,0,0,6,0
4088107VK3748G,1,0,0,6,0
4088109VK3748G,1,0,0,6,0
4088113VK3748G,1,0,0,6,0
3381701VK3738A,17,0,0,209,0
4790713VK3749B,1,0,0,46,0
3882742VK3738B,1,0,0,42,0
3080609VK3738A,1,0,0,9,0
3687716VK3738F,1,0,0,22,0
3281211VK3738A,1,0,0,4,0
3081703VK3738A,1,0,0,2,0
4184703VK3748C,1,0,0,5,0
3082106VK3738A,1,0,0,5,0
3081716VK3738A,1,0,0,10,0
3081718VK3738A,1,0,0,2,0
3582113VK3738B,1,0,0,15,0
4693442VK3749D,1,0,0,33,0
3092538VK3739C,1,0,0,20,0
4392908VK3749C,1,0,0,15,0
4392909VK3749C,1,0,0,15,0
4693422VK3749D,1,0,0,32,0
4693437VK3749D,1,0,0,23,0
4693415VK3749D,1,0,0,25,0
4693430VK3749D,1,0,0,29,0
4693431VK3749D,1,0,0,30,0
4693428VK3749D,1,0,0,16,0
4587474VK3748H,1,0,0,30,0
2888433VK3728H,1,0,0,21,0
2693537VK3729D,1,0,0,6,0
2693543VK3729D,1,0,0,6,0
4294425VK3749C,1,0,0,21,0
2897731VK3729F,1,0,0,355,0
3188493VK3738G,1,0,0,87,0
4790731VK3749B,1,0,0,27,0
2593304VK3729D,1,0,0,40,0
5090507VK3759A,1,0,0,43,0
3189211VK3738G,1,0,0,16,0
4790738VK3749B,1,0,0,211,0
3882732VK3738B,1,0,0,18,0
3882738VK3738B,1,0,0,18,0
4581101VK3748B,1,0,0,10,0
4581804VK3748B,1,0,0,5,0
4681202VK3748B,1,0,0,5,0
4681102VK3748B,1,0,0,8,0
2990635VK3729B,1,0,0,25,0
2990605VK3729B,1,0,0,19,0
2990607VK3729B,1,0,0,25,0
4188904VK3748G,1,0,0,13,0
4188922VK3748G,1,0,0,63,0
4188924VK3748G,1,0,0,22,0
4188928VK3748G,1,0,0,22,0
4188983VK3748G,1,0,0,9,0
4188984VK3748G,1,0,0,5,0
4188932VK3748G,1,0,0,5,0
4781207VK3748B,1,0,0,16,0
4781208VK3748B,1,0,0,4,0
4781106VK3748B,1,0,0,13,0
4781804VK3748B,1,0,0,9,0
4585201VK3748F,1,0,0,40,0
4585202VK3748F,1,0,0,3,0
4585207VK3748F,1,0,0,63,0
3188434VK3738G,1,0,0,20,0
3188439VK3738G,1,0,0,19,0
3188444VK3738G,1,0,0,19,0
3188450VK3738G,1,0,0,45,0
3188459VK3738G,1,0,0,9,0
3188478VK3738G,1,0,0,40,0
4188941VK3748G,1,0,0,5,0
2891711VK3729B,1,0,0,50,0
3091302VK3739A,1,0,0,4,0
4880302VK3748B,1,0,0,4,0
4880310VK3748B,1,0,0,6,0
4881912VK3748B,1,0,0,17,0
4880406VK3748B,1,0,0,5,0
4288605VK3748H,1,0,0,22,0
4288609VK3748H,1,0,0,50,0
3188471VK3738G,1,0,0,43,0
3189203VK3738G,1,0,0,73,0
3189208VK3738G,1,0,0,63,0
3487901VK3738E,12,0,0,60,0
3487907VK3738E,1,0,0,32,0
3487908VK3738E,1,0,0,5,0
3487909VK3738E,1,0,0,5,0
3487919VK3738E,1,0,0,28,0
3290504VK3739A,1,0,0,1,0
3290514VK3739A,1,0,0,25,0
4880605VK3748B,1,0,0,5,0
41889B3VK3748G,1,0,0,24,0
41889B2VK3748G,1,0,0,24,0
41889A7VK3748G,1,0,0,24,0
3481102VK3738A,1,0,0,5,0
3382503VK3738C,1,0,0,15,0
3187127VK3738E,1,0,0,12,0
3389805VK3738G,1,0,0,31,0
3389809VK3738G,1,0,0,14,0
4190613VK3749A,1,0,0,15,0
4980203VK2748B,1,0,0,5,0
2886606VK3728F,1,0,0,2,0
5193408VK3759C,1,0,0,31,0
2790803VK3729B,1,0,0,17,0
3389816VK3738G,1,0,0,14,0
2886651VK3728F,1,0,0,10,0
2886648VK3728F,1,0,0,38,0
4980908VK3748B,1,0,0,5,0
3496404VK3739E,1,0,0,106,0
3396907VK3739F,1,0,0,113,0
3292514VK3739C,1,0,0,3,0
3292511VK3739C,1,0,0,3,0
3292504VK3739C,1,0,0,3,0
3092533VK3739C,1,0,0,24,0
3092510VK3739C,1,0,0,2,0
3092521VK3739C,1,0,0,2,0
3191934VK3739A,1,0,0,10,0
3191936VK3739A,1,0,0,10,0
3191940VK3739A,1,0,0,10,0
4991215VK4749B,1,0,0,141,0
5184810VK3758C,1,0,0,38,0
5184813VK3758C,1,0,0,19,0
3687703VK3738F,1,0,0,22,0
5180301VK3758A,1,0,0,17,0
3787925VK3738F,1,0,0,20,0
3294808VK3739C,1,0,0,21,0
3294817VK3739C,1,0,0,26,0
3293604VK3739C,1,0,0,22,0
3394713VK3739C,1,0,0,1,0
3191908VK3739A,1,0,0,11,0
3191932VK3739A,1,0,0,10,0
4292603VK3749A,1,0,0,44,0
4392906VK3749C,1,0,0,27,0
4392501VK3749F,1,0,0,11,0
4392503VK3749F,1,0,0,42,0
4093603VK3749C,1,0,0,9,0
5184822VK3758C,1,0,0,25,0
5184821VK3758C,1,0,0,22,0
4184704VK3748C,1,0,0,3,0
4184707VK3748C,1,0,0,3,0
4184713VK3748C,1,0,0,12,0
3687717VK3738F,1,0,0,28,0
3887105VK3738F,1,0,0,2,0
3887107VK3738F,1,0,0,5,0
3491501VK3739A,1,0,0,141,0
3491903VK3739A,0,0,1,0,98
3992403VK3739D,14,0,0,41,0
4093608VK3749C,1,0,0,41,0
4588301VK3748G,1,0,0,32,0
4588303VK3748G,1,0,0,68,0
4193411VK3749C,6,0,0,24,0
3496419VK3739E,1,0,0,33,0
3991812VK3739B,1,0,0,35,0
4284110VK3748C,1,0,0,3,0
4284113VK3748C,1,0,0,5,0
4283903VK3748C,1,0,0,6,0
4284806VK3748C,1,0,0,5,0
3887119VK3738F,3,0,0,29,0
3687701VK3738F,1,0,0,24,0
3687743VK3738F,1,0,0,1,0
3687730VK3738F,1,0,0,16,0
3687728VK3738F,1,0,0,7,0
3687725VK3738F,1,0,0,3,0
3687722VK3738F,1,0,0,15,0
3493809VK3739C,1,0,0,2,0
3494604VK3739C,1,0,0,21,0
3494613VK3739C,1,0,0,39,0
3494611VK3739C,1,0,0,35,0
3494626VK3739C,1,0,0,37,0
3494631VK3739C,1,0,0,6,0
2398201VK3729G,1,0,0,77,0
2398211VK3729G,1,0,0,16,0
4284704VK3748C,1,0,0,5,0
4184205VK3748C,1,0,0,14,0
4284701VK3748C,1,0,0,7,0
4384701VK3748C,1,0,0,37,0
2988805VK3728H,1,0,0,20,0
2988810VK3728H,1,0,0,36,0
5282802VK4758A,1,0,0,20,0
5282805VK3758A,1,0,0,2,0
5282805VK4758A,1,0,0,27,0
5282808VK3758A,1,0,0,5,0
5282808VK4758A,1,0,0,26,0
3593718VK3739D,1,0,0,256,0
3693602VK3739D,1,0,0,41,0
3693605VK3739D,1,0,0,57,0
3095902VK3739E,1,0,0,63,0
4587438VK3748H,1,0,0,36,0
4587430VK3748H,1,0,0,104,0
4587431VK3748H,1,0,0,40,0
5281904VK3758A,1,0,0,7,0
3792615VK3739B,1,0,0,39,0
3792606VK3739B,1,0,0,19,0
3792607VK3739B,1,0,0,17,0
3792612VK3739B,1,0,0,37,0
5188302VK4758G,1,0,0,9,0
4483309VK3748C,1,0,0,3,0
4989120VK3748H,1,0,0,75,0
4483316VK3748C,1,0,0,3,0
4681905VK3748B,1,0,0,10,0
4381505VK3748A,1,0,0,2,0
3791106VK3739B,1,0,0,14,0
4590316VK3749B,1,0,0,67,0
4483907VK3748C,1,0,0,5,0
4381707VK3748B,1,0,0,5,0
3682116VK3738B,1,0,0,4,0
3682118VK3738B,1,0,0,4,0
3682101VK3738B,1,0,0,4,0
3987704VK3738F,1,0,0,28,0
4286905VK3748E,1,0,0,3,0
3376701VK3737E,1,0,0,4127,0
4483603VK3748C,1,0,0,12,0
4483604VK3748C,1,0,0,4,0
4483601VK3748C,1,0,0,16,0
4583102VK3748D,1,0,0,4,0
4582306VK3748C,1,0,0,3,0
4582504VK3748C,1,0,0,7,0
3990313VK3739B,1,0,0,6,0
3993702VK3739D,1,0,0,8,0
4194311VK3749C,1,0,0,46,0
4194314VK3749C,1,0,0,30,0
4286926VK3748E,1,0,0,3,0
4286925VK3748E,1,0,0,3,0
4983101VK3748D,1,0,0,28,0
4783801VK3748D,1,0,0,10,0
3791111VK3739B,1,0,0,90,0
2789811VK3728H,1,0,0,13,0
4391464VK3749A,1,0,0,15,0
4391468VK3749A,1,0,0,20,0
4391402VK3749A,6,0,0,147,0
3983809VK3738D,1,0,0,17,0
3983805VK3738D,1,0,0,12,0
3983801VK3738D,1,0,0,73,0
3882725VK3738B,1,0,0,18,0
2789819VK3728H,1,0,0,11,0
2990627VK3729B,1,0,0,19,0
4391408VK3749A,1,0,0,3,0
4391414VK3749A,1,0,0,31,0
3887113VK3738F,1,0,0,22,0
5192305VK3759C,1,0,0,60,0
3582405VK3738D,1,0,0,7,0
3582407VK3738D,1,0,0,7,0
2990657VK3729B,1,0,0,16,0
3481108VK3738A,1,0,0,5,0
4294419VK3749C,1,0,0,38,0
3682111VK3738B,1,0,0,4,0
5184812VK3758C,1,0,0,18,0
4590301VK3749B,1,0,0,54,0
2886604VK3728F,1,0,0,2,0
2886644VK3728F,1,0,0,37,0
2988807VK3728H,1,0,0,20,0
2986405VK3728F,1,0,0,19,0
4991210VK3749B,1,0,0,267,0
4991218VK3749B,1,0,0,65,0
3990217VK3739B,1,0,0,4,0
3791701VK3739B,1,0,0,697,0
4293702VK3749C,1,0,0,60,0
3492801VK3739A,6,0,0,90,0
4880401VK3748B,1,0,0,4,0
4989103VK3748H,2,0,0,64,0
4692706VK3749B,1,0,0,54,0
4184712VK3748C,1,0,0,15,0
3091312VK3739A,1,0,0,40,0
4194306VK3749C,1,0,0,40,0
4284804VK3748C,1,0,0,5,0
4286913VK3748E,1,0,0,3,0
4186909VK3748E,1,0,0,18,0
4581104VK3748B,1,0,0,5,0
41889C6VK3748G,1,0,0,19,0
3290526VK3739A,1,0,0,3,0
3293631VK3739C,1,0,0,25,0
3496426VK3739E,1,0,0,29,0
3092542VK3739C,1,0,0,20,0
3092544VK3739C,1,0,0,20,0
4590360VK3749B,1,0,0,20,0
2897721VK3729F,1,0,0,43,0
3887135VK3738F,1,0,0,14,0
4194330VK3749C,1,0,0,17,0
2888430VK3728H,1,0,0,20,0
3688522VK3738H,1,0,0,15,0
4693451VK3749D,2,0,0,100,0
4790727VK3749B,1,0,0,48,0
4790723VK3749B,1,0,0,52,0
3688527VK3738H,1,0,0,22,0
3688528VK3738H,1,0,0,24,0
2693535VK3729D,6,0,0,81,0
7120901VK3772A,1,0,0,888,0
7328305VK3772G,0,0,1,0,109
8031402VK3783A,2,0,0,272,0
7222298VK3772A,1,0,0,10,0
7029450VK3772G,1,0,0,116,0
71209B7VK3772A,1,0,0,4,0
8436915VK3783E,1,0,0,1254,0
7831309VK3773B,1,0,0,34,0
8239231VK3783G,1,0,0,14,0
8039702VK3783G,1,0,0,128,0
7633216VK3773D,1,0,0,50,0
7938514VK3773H,1,0,0,95,0
7233214VK3773C,1,0,0,252,0
8038802VK3783G,1,0,0,77,0
7832615VK3773B,1,0,0,34,0
7638702VK3773H,1,0,0,197,0
8541807VK3784B,1,0,0,184,0
8339501VK3783G,1,0,0,80,0
7538904VK3773H,1,0,0,255,0
7737407VK3773H,1,0,0,36,0
6227212VK3762G,1,0,0,15,0
6227219VK3762G,1,0,0,3,0
6227218VK3762G,1,0,0,3,0
6628513VK3762H,1,0,0,6,0
6630803VK3763B,1,0,0,59,0
7032919VK3773C,1,0,0,147,0
6623864VK3762D,1,0,0,51,0
5522562VK3752D,1,0,0,72,0
5514525VK3751D,0,0,1,0,87
4023730VK3742C,1,0,0,55,0
4625834VK3742F,0,0,1,0,87
2701301VK3720B,1,0,0,17,0
2701308VK3720B,1,0,0,15,0
2701313VK3720B,1,0,0,4,0
2601812VK3720B,1,0,0,2,0
2601813VK3720B,1,0,0,8,0
4022810VK3742A,1,0,0,53,0
4223225VK3742C,1,0,0,28,0
4419524VK3741G,1,0,0,13,0
4796202VK3649F,2,0,0,12,0
4004921VK4840C,1,0,0,25,0
4004915VK4840C,1,0,0,13,0
4799520VK3649H,1,0,0,22,0
4509190VK3740H,1,0,0,5,0
4716306VK3741F,1,0,0,33,0
4714213VK3741B,1,0,0,37,0
45091C7VK3740H,1,0,0,18,0
45091C2VK3740H,1,0,0,8,0
45091C5VK3740H,1,0,0,25,0
6132901VK4763C,0,0,1,0,818
6336901VK4763E,1,0,0,905,0
45339B1VK4743D,0,0,1,0,87
4033927VK4743C,1,0,0,26,0
5524880VK4752D,1,0,0,526,0
5228779VK4752G,1,0,0,32,0
5530303VK4753B,3,0,0,23,0
4861601VK4746B,0,0,1,0,478
5053182VK4755C,1,0,0,783,0
5061703VK4756A,1,0,0,60,0
5160405VK4756A,1,0,0,120,0
5663608VK4756D,1,0,0,48,0
5462906VK4756A,1,0,0,598,0
5261303VK4756A,1,0,0,488,0
5361908VK4756A,1,0,0,100,0
5765512VK4756F,1,0,0,194,0
5866712VK4756F,2,0,0,299,0
5866713VK4756F,1,0,0,348,0
5659111VK4755H,1,0,0,75,0
4663703VK4746D,1,0,0,74,0
5468112VK4756G,1,0,0,40,0
5466329VK4756E,1,0,0,283,0
5569815VK4756H,1,0,0,71,0
4862903VK4746B,1,0,0,28,0
5871512VK4757B,0,1,0,256,0
6168214VK4766G,1,0,0,141,0
5367623VK4756E,1,0,0,3,0
4662603VK4746D,1,0,0,68,0
4663723VK4746D,1,0,0,82,0
5667906VK4756H,1,0,0,192,0
5267804VK4756E,0,1,0,25,0
4365136VK4746F,2,0,0,139,0
5269913VK4756G,1,0,0,84,0
5476106VK4757E,1,0,0,6,0
5272525VK4757C,1,0,0,18,0
5272822VK4757A,1,0,0,7,0
5573703VK4757D,1,0,0,39,0
5270302VK4757A,1,0,0,27,0
5271411VK4757A,1,0,0,21,0
5075904VK4757E,2,0,0,38,0
4586904VK4848F,1,0,0,53,0
4785819VK4848F,1,0,0,89,0
4387201VK4848E,1,0,0,33,0
4390722VK4849A,1,0,0,9,0
3895605VK4839F,2,0,0,28,0
3208009VK4830G,0,0,1,0,282
3514301VK4731D,1,0,0,37,0
8584009VK4788D,1,0,0,1,0
8584012VK4788D,1,0,0,1,0
8481304VK4788A,1,0,0,12,0
8084213VK4788C,1,0,0,23,0
8086122VK4788E,1,0,0,20,0
8283801VK4788C,1,0,0,35,0
8283803VK4788C,1,0,0,35,0
8283805VK4788C,1,0,0,35,0
8182616VK4788C,1,0,0,26,0
8182615VK4788C,1,0,0,24,0
8182021VK4788A,1,0,0,35,0
8083426VK4788C,1,0,0,98,0
8083427VK4788C,1,0,0,36,0
8083411VK4788C,1,0,0,29,0
8181812VK4788A,1,0,0,106,0
8383406VK4788C,1,0,0,38,0
8383611VK4788C,1,0,0,29,0
8383624VK4788C,1,0,0,44,0
7884504VK4778D,1,0,0,17,0
8482302VK4788C,9,0,0,51,0
8381005VK4788A,1,0,0,42,0
8083442VK4788C,1,0,0,16,0
8382010VK4788A,1,0,0,20,0
8086119VK4788E,1,0,0,11,0
8183916VK4788C,1,0,0,16,0
7584608VK4778D,1,0,0,2,0
7282403VK4778C,1,0,0,13,0
7282409VK4778C,1,0,0,22,0
7282414VK4778C,1,0,0,54,0
7282408VK4778C,1,0,0,13,0
8382021VK4788A,1,0,0,47,0
7383810VK4778C,1,0,0,14,0
7383821VK4778C,1,0,0,18,0
7383828VK4778C,1,0,0,15,0
4988205VK4748H,1,0,0,17,0
4988217VK4748H,1,0,0,29,0
6890203VK4769B,1,0,0,22,0
6092057VK4759B,1,0,0,7,0
6092062VK4759B,1,0,0,41,0
6988014VK4768H,1,0,0,34,0
4986607VK4748F,1,0,0,21,0
4987705VK4748F,1,0,0,26,0
6092037VK4759B,1,0,0,15,0
4984403VK4748D,1,0,0,10,0
60920D6VK4759B,1,0,0,51,0
60920D0VK4759B,1,0,0,117,0
60920G3VK4759B,1,0,0,15,0
60920F8VK4759B,1,0,0,35,0
60920H4VK4759B,1,0,0,12,0
5686001VK4758F,1,0,0,46,0
5484010VK4758D,1,0,0,92,0
5484064VK4758D,1,0,0,108,0
6092002VK4759B,1,0,0,28,0
5992005VK4759B,1,0,0,3,0
5484097VK4758D,1,0,0,60,0
5484083VK4758D,1,0,0,7,0
54840A4VK4758C,1,0,0,57,0
5783040VK4758D,1,0,0,64,0
5783002VK4758D,1,0,0,36,0
4787504VK4748H,1,0,0,15,0
5186915VK4758E,1,0,0,20,0
5992020VK4759B,1,0,0,320,0
5992001VK4759B,1,0,0,53,0
6391208VK4769A,1,0,0,17,0
6391210VK4769A,1,0,0,16,0
5783059VK4758D,2,0,0,61,0
5783028VK4758D,1,0,0,35,0
5481210VK4758A,1,0,0,20,0
5187214VK4758E,1,0,0,2,0
6194901VK4769C,1,0,0,1456,0
5788706VK4758H,1,0,0,60,0
5084915VK4758C,1,0,0,130,0
5085110VK4758E,1,0,0,30,0
5188318VK4758G,1,0,0,14,0
6190920VK4769A,1,0,0,51,0
6190928VK4769A,1,0,0,23,0
4984408VK4748D,1,0,0,15,0
6085025VK4758F,1,0,0,151,0
6190944VK4769A,1,0,0,13,0
6190945VK4769A,1,0,0,19,0
6092042VK4759B,1,0,0,22,0
6092048VK4759B,1,0,0,31,0
6092049VK4759B,1,0,0,22,0
6092052VK4759B,1,0,0,76,0
60920A5VK4759B,1,0,0,35,0
6085032VK4758F,1,0,0,119,0
6085037VK4758F,1,0,0,45,0
6085048VK4768E,1,0,0,22,0
6386934VK4768E,1,0,0,64,0
6485051VK4768E,1,0,0,97,0
6485045VK4768E,1,0,0,25,0
6485034VK4768E,2,0,0,99,0
6487238VK4768G,1,0,0,53,0
6487246VK4768G,1,0,0,55,0
6386940VK4768E,1,0,0,94,0
6386936VK4768E,1,0,0,44,0
6386915VK4768E,1,0,0,31,0
6386916VK4768E,1,0,0,29,0
6386944VK4768E,1,0,0,31,0
6485037VK4768E,1,0,0,38,0
6683050VK4768F,1,0,0,133,0
6683046VK4768F,1,0,0,41,0
6683055VK4768F,1,0,0,25,0
5987314VK4768G,1,0,0,31,0
5987318VK4768G,1,0,0,54,0
5987320VK4768G,1,0,0,41,0
5987304VK4768G,1,0,0,16,0
5987342VK4758H,1,0,0,35,0
5783020VK4758D,1,0,0,497,0
5783046VK4758D,1,0,0,70,0
5783042VK4758D,1,0,0,76,0
5783043VK4758D,2,0,0,148,0
5783044VK4758D,1,0,0,87,0
5783014VK4758D,1,0,0,71,0
6386924VK4768E,1,0,0,113,0
6386927VK4768E,1,0,0,86,0
60920J2VK4759B,1,0,0,40,0
6092071VK4759B,1,0,0,22,0
6092069VK4759B,1,0,0,29,0
6683027VK4768F,1,0,0,75,0
6683030VK4768F,1,0,0,30,0
6683041VK4768F,1,0,0,30,0
6683071VK4768F,1,0,0,55,0
5586201VK4758E,1,0,0,183,0
5586205VK4758E,1,0,0,44,0
5586209VK4758E,1,0,0,53,0
5586216VK4758E,1,0,0,54,0
6683015VK4768F,1,0,0,16,0
6386920VK4768E,1,0,0,74,0
6588631VK4768H,1,0,0,23,0
6588623VK4768H,1,0,0,116,0
6588624VK4768H,1,0,0,129,0
6588627VK4768H,1,0,0,50,0
6588618VK4768H,1,0,0,31,0
6789136VK4768H,1,0,0,87,0
6890011VK4769B,1,0,0,27,0
6890035VK4769B,1,0,0,13,0
6590507VK4769B,1,0,0,26,0
6590513VK4769B,1,0,0,16,0
6590521VK4769B,1,0,0,15,0
6590522VK4769B,1,0,0,15,0
6591908VK4769B,1,0,0,105,0
5287915VK4758E,1,0,0,3,0
6588601VK4768H,1,0,0,111,0
5084914VK4758C,1,0,0,91,0
5481217VK4758A,1,0,0,27,0
7087304VK4778G,1,0,0,13,0
4987717VK4748F,1,0,0,19,0
60920K9VK4759B,1,0,0,28,0
4988610VK4748H,1,0,0,20,0
5985023VK4758F,1,0,0,47,0
5484085VK4758D,1,0,0,6,0
6092080VK4759B,1,0,0,71,0
6683089VK4768F,0,1,0,80,0
5288812VK4758G,1,0,0,32,0
60920J7VK4759B,1,0,0,84,0
6487221VK4768G,1,0,0,62,0
6085041VK4758F,1,0,0,28,0
4787530VK4748H,1,0,0,10,0
5287912VK4758E,1,0,0,17,0
6386948VK4768E,1,0,0,25,0
6485064VK4768E,1,0,0,62,0
6683085VK4768F,1,0,0,80,0
5686002VK4758F,1,0,0,48,0
5987319VK4768G,1,0,0,76,0
60920D3VK4759B,1,0,0,24,0
6190942VK4769A,1,0,0,16,0
4987712VK4748F,1,0,0,15,0
6085049VK4758F,1,0,0,66,0
4986620VK4748F,1,0,0,27,0
4986622VK4748F,1,0,0,37,0
4787536VK4748H,1,0,0,23,0
54840A7VK4758D,1,0,0,32,0
6683090VK4768F,1,0,0,66,0
6386945VK4768E,1,0,0,25,0
54840B9VK4758D,1,0,0,54,0
4990427VK4749B,1,0,0,12,0
